,NAV
2006-07-03,1.2252038314455658
2006-07-04,1.2282277184490382
2006-07-05,1.2270287018241794
2006-07-06,1.213157529160294
2006-07-07,1.2220457125577389
2006-07-10,1.2225825173215503
2006-07-11,1.2248888686450699
2006-07-12,1.2401504286245084
2006-07-13,1.2649934813551729
2006-07-14,1.2631354330493059
2006-07-17,1.2753026801544276
2006-07-18,1.2835912303512738
2006-07-19,1.2916578985194493
2006-07-20,1.3020123384576054
2006-07-21,1.3084299917338533
2006-07-24,1.2851726817035218
2006-07-25,1.2998371814117102
2006-07-26,1.3076478682080435
2006-07-27,1.3169243152276442
2006-07-28,1.3174085177792774
2006-07-31,1.3102930170719034
2006-08-01,1.315572236946487
2006-08-02,1.3052787029306487
2006-08-03,1.306120906903381
2006-08-04,1.3186885978380698
2006-08-07,1.3185062044165548
2006-08-08,1.3187649046869172
2006-08-09,1.3136031127082273
2006-08-10,1.3353917624442122
2006-08-11,1.3425779630071963
2006-08-14,1.3522224248963306
2006-08-15,1.3613900641594139
2006-08-16,1.366210092698104
2006-08-17,1.3717503829461448
2006-08-18,1.3748280515848619
2006-08-21,1.3720236131294796
2006-08-22,1.3924088235857672
2006-08-23,1.3976704004862435
2006-08-24,1.4106147652633918
2006-08-25,1.4045218822838696
2006-08-28,1.41211432922539
2006-08-29,1.419073911609666
2006-08-30,1.4080327373039712
2006-08-31,1.4177767515840896
2006-09-01,1.3857157486450646
2006-09-04,1.3893318046273744
2006-09-05,1.3985722088268113
2006-09-06,1.4068472451137863
2006-09-07,1.4153445704407843
2006-09-08,1.414157936152115
2006-09-11,1.4048214250956992
2006-09-12,1.4106281342045082
2006-09-13,1.403914587824951
2006-09-14,1.4008926908281678
2006-09-15,1.3967997383338007
2006-09-18,1.3895327050627222
2006-09-19,1.3937106680665066
2006-09-20,1.402625456387285
2006-09-21,1.397826751115765
2006-09-22,1.4004380751643555
2006-09-25,1.3981941625324557
2006-09-26,1.3912324693064608
2006-09-27,1.3771644158676641
2006-09-28,1.3791121981801648
2006-09-29,1.3884008122866516
2006-10-09,1.3914365666848856
2006-10-10,1.3818717646669423
2006-10-11,1.3794134898101988
2006-10-12,1.3623370699693025
2006-10-13,1.3624206887298547
2006-10-16,1.3517411497419782
2006-10-17,1.3106795634013324
2006-10-18,1.3216937784312859
2006-10-19,1.322196305781586
2006-10-20,1.3375762570441758
2006-10-23,1.3593417554954745
2006-10-24,1.3415677992330235
2006-10-25,1.330523357649502
2006-10-26,1.3360782266562057
2006-10-27,1.3389812525910898
2006-10-30,1.338011463305577
2006-10-31,1.3191814466221123
2006-11-01,1.3125804988712122
2006-11-02,1.300706602719364
2006-11-03,1.3021785577326477
2006-11-06,1.3183408616179708
2006-11-07,1.3102754907259677
2006-11-08,1.313143865912661
2006-11-09,1.3265445872485582
2006-11-10,1.3325649386085898
2006-11-13,1.3284571966285814
2006-11-14,1.3093304340528715
2006-11-15,1.3167298942722243
2006-11-16,1.3161478545783212
2006-11-17,1.31461585669406
2006-11-20,1.3145698805960433
2006-11-21,1.3243856361188853
2006-11-22,1.3283222851847776
2006-11-23,1.3343908713252168
2006-11-24,1.3362538432901867
2006-11-27,1.3454929410553624
2006-11-28,1.3480083868533375
2006-11-29,1.3562661685958497
2006-11-30,1.3695077521233623
2006-12-01,1.377722702896864
2006-12-04,1.380617574731446
2006-12-05,1.3670341937524362
2006-12-06,1.377391204011347
2006-12-07,1.3777100308735597
2006-12-08,1.3744811743083518
2006-12-11,1.3857734357888445
2006-12-12,1.3921420766187442
2006-12-13,1.3998394692220915
2006-12-14,1.4086920419300886
2006-12-15,1.4139118228099639
2006-12-18,1.4248749860177663
2006-12-19,1.442491321220271
2006-12-20,1.445322242882097
2006-12-21,1.4625086743345783
2006-12-22,1.4738644606024156
2006-12-25,1.4788322517357309
2006-12-26,1.491727496426444
2006-12-27,1.4838073259948585
2006-12-28,1.4973448232419824
2006-12-29,1.5017235513007174
2007-01-04,1.5053590448336596
2007-01-05,1.5125569743385479
2007-01-08,1.5180871649914593
2007-01-09,1.5138841771583174
2007-01-10,1.5063512724895463
2007-01-11,1.5127659760670271
2007-01-12,1.4940348704707709
2007-01-15,1.4600503979436608
2007-01-16,1.4750474358911176
2007-01-17,1.4861907834348589
2007-01-18,1.4876224316071378
2007-01-19,1.4570231967927638
2007-01-22,1.4609728140444007
2007-01-23,1.4613344900594627
2007-01-24,1.4428633069491679
2007-01-25,1.4184293773309424
2007-01-26,1.4571180396988161
2007-01-29,1.458553816316293
2007-01-30,1.4555644331932687
2007-01-31,1.4639507133210246
2007-02-01,1.4618349492081242
2007-02-02,1.4727394008222823
2007-02-05,1.4813347243177968
2007-02-06,1.4771135862673694
2007-02-07,1.481514335899564
2007-02-08,1.470194126166857
2007-02-09,1.4497925958789328
2007-02-12,1.4481169216810272
2007-02-13,1.4595845817565265
2007-02-14,1.4602976313510014
2007-02-15,1.46718525798008
2007-02-16,1.4805998380532766
2007-02-26,1.4747978721357091
2007-02-27,1.4735937937098391
2007-02-28,1.4760699905780006
2007-03-01,1.4684708019707364
2007-03-02,1.4538053095933643
2007-03-05,1.4556222451810623
2007-03-06,1.4445035462569191
2007-03-07,1.4265848417493503
2007-03-08,1.4212376840906038
2007-03-09,1.3884089118306704
2007-03-12,1.3575668005223118
2007-03-13,1.368737662248823
2007-03-14,1.3817356823704778
2007-03-15,1.38630142430342
2007-03-16,1.3763628781611952
2007-03-19,1.3805319249764518
2007-03-20,1.3768832954844805
2007-03-21,1.35012479673397
2007-03-22,1.3616110017141685
2007-03-23,1.3383015983553814
2007-03-26,1.3064368842620049
2007-03-27,1.2849883015746109
2007-03-28,1.288041921040936
2007-03-29,1.3099957232709554
2007-03-30,1.317335524279127
2007-04-02,1.2982709208558143
2007-04-03,1.3039138622134958
2007-04-04,1.310742520975001
2007-04-05,1.297103519856953
2007-04-06,1.3004764297362152
2007-04-09,1.2897247702784542
2007-04-10,1.272149806458945
2007-04-11,1.2514074135564766
2007-04-12,1.2432807861734654
2007-04-13,1.2343389017320145
2007-04-16,1.249171218550332
2007-04-17,1.281121397337328
2007-04-18,1.2843441293357392
2007-04-19,1.2808910168193075
2007-04-20,1.2898101919851666
2007-04-23,1.3029619894912163
2007-04-24,1.3135716435235383
2007-04-25,1.3133971996441098
2007-04-26,1.2973401661199357
2007-04-27,1.3075636882147061
2007-04-30,1.3064463726712798
2007-05-03,1.3105171647320621
2007-05-04,1.3085159959873076
2007-05-08,1.314678858363395
2007-05-09,1.3124090023562252
2007-05-10,1.3089387208867502
2007-05-11,1.307575678715246
2007-05-14,1.2928746235937176
2007-05-15,1.2954818435336906
2007-05-16,1.2926764846432144
2007-05-17,1.2892346221697149
2007-05-18,1.2775410841589545
2007-05-21,1.2779509699911207
2007-05-22,1.2861521964466653
2007-05-23,1.2760435523521225
2007-05-24,1.2753144188319432
2007-05-25,1.276236313386585
2007-05-28,1.2747722253897635
2007-05-29,1.270619625190852
2007-05-30,1.2684607722834749
2007-05-31,1.2645850340367892
2007-06-01,1.2425752078270527
2007-06-04,1.2309475992236087
2007-06-05,1.2231892693044306
2007-06-06,1.209049339115674
2007-06-07,1.1995880970686759
2007-06-08,1.1833961188462994
2007-06-11,1.1909809523475132
2007-06-12,1.1694121702131417
2007-06-13,1.1681552619075113
2007-06-14,1.1614256344102358
2007-06-15,1.1657558324925124
2007-06-18,1.1792536067445254
2007-06-19,1.1805880626949576
2007-06-20,1.1629273782367762
2007-06-21,1.160494135622477
2007-06-22,1.1545031431935033
2007-06-25,1.1548790168589498
2007-06-26,1.162930690863422
2007-06-27,1.1619848032010884
2007-06-28,1.1742677865609243
2007-06-29,1.2138408702828165
2007-07-02,1.2242597986023256
2007-07-03,1.2174163529410957
2007-07-04,1.2158417688591805
2007-07-05,1.221040198523295
2007-07-06,1.208565592804734
2007-07-09,1.1885903862973164
2007-07-10,1.180998817645826
2007-07-11,1.1913899369891505
2007-07-12,1.2037969881235577
2007-07-13,1.20334379256939
2007-07-16,1.2019869518787891
2007-07-17,1.2092451776445439
2007-07-18,1.2054853272581336
2007-07-19,1.2090843302417875
2007-07-20,1.2052538906294736
2007-07-23,1.2029666763771734
2007-07-24,1.1923567873424679
2007-07-25,1.1932901918230154
2007-07-26,1.187855878154434
2007-07-27,1.1798489908170526
2007-07-30,1.1777018763862812
2007-07-31,1.1774941536939285
2007-08-01,1.1600342471547787
2007-08-02,1.1397506646789746
2007-08-03,1.1336354448283603
2007-08-06,1.1307145077552574
2007-08-07,1.1326563548569695
2007-08-08,1.132555132716691
2007-08-09,1.114991178065869
2007-08-10,1.1168420985111867
2007-08-13,1.135245626222237
2007-08-14,1.125179269258996
2007-08-15,1.1189907482367532
2007-08-16,1.118401091928745
2007-08-17,1.1037142558237896
2007-08-20,1.1006932948067063
2007-08-21,1.094886320654728
2007-08-22,1.1012050846687598
2007-08-23,1.0948670844453408
2007-08-24,1.0930935697426671
2007-08-27,1.0900775865685293
2007-08-28,1.0893591039624753
2007-08-29,1.0780223148112802
2007-08-30,1.0686549329541493
2007-08-31,1.068186710261859
2007-09-03,1.0685718676874993
2007-09-04,1.062093494078237
2007-09-05,1.0596670061521658
2007-09-06,1.0529099842267535
2007-09-07,1.0476748884531806
2007-09-10,1.0392977473610825
2007-09-11,1.0607595359008828
2007-09-12,1.069131735923865
2007-09-13,1.0546437546449754
2007-09-14,1.0577445702564956
2007-09-17,1.0637428433595635
2007-09-18,1.0649283980134672
2007-09-19,1.0554559451949044
2007-09-20,1.0537169429352555
2007-09-21,1.046169679710794
2007-09-24,1.0422336418306921
2007-09-25,1.0250231440433901
2007-09-26,1.0269311742701601
2007-09-27,1.0216278065179698
2007-09-28,1.0188760716559198
2007-10-08,1.005948932460764
2007-10-09,1.0057602589836694
2007-10-10,1.0097975878370333
2007-10-11,1.0081868027388952
2007-10-12,1.0043400192479135
2007-10-15,1.0049986560434323
2007-10-16,1.0016848989006235
2007-10-17,0.9881852243292615
2007-10-18,0.9901848985111009
2007-10-19,0.9795316144472894
2007-10-22,0.978531714265396
2007-10-23,0.9730308233372273
2007-10-24,0.9681453168654629
2007-10-25,0.9636013545495765
2007-10-26,0.9703978286614978
2007-10-29,0.964157713607402
2007-10-30,0.9670469755132751
2007-10-31,0.9840437290627381
2007-11-01,0.981965381923113
2007-11-02,0.9878260881326462
2007-11-05,0.9993730795379933
2007-11-06,1.0115276493156509
2007-11-07,1.023799888723016
2007-11-08,1.0048212356230306
2007-11-09,1.0264687147132168
2007-11-12,0.9754759006095631
2007-11-13,0.9861515772942162
2007-11-14,0.9756678603037887
2007-11-15,0.9732233873836904
2007-11-16,0.9740894455729644
2007-11-19,0.9768540202192296
2007-11-20,0.972504010432303
2007-11-21,0.9793767650033397
2007-11-22,0.9837336480366669
2007-11-23,0.9958363334625076
2007-11-26,0.9964649358889857
2007-11-27,1.0016460221227192
2007-11-28,1.0170079267180554
2007-11-29,1.0115881556842006
2007-11-30,1.0228679454487117
2007-12-03,1.0183046470114303
2007-12-04,1.0054054597767625
2007-12-05,1.0056594274464452
2007-12-06,1.0098434562708734
2007-12-07,1.0142097188501382
2007-12-10,1.019690656381958
2007-12-11,1.0221684507380941
2007-12-12,1.0208715797619392
2007-12-13,1.0004940358409784
2007-12-14,0.9909961290690882
2007-12-17,0.9892404467222352
2007-12-18,0.9889485659482586
2007-12-19,0.9843927307031368
2007-12-20,0.9803281796498912
2007-12-21,0.9728424994228723
2007-12-24,0.9825326052826963
2007-12-25,0.9909015909690112
2007-12-26,0.9939713752996209
2007-12-27,0.9849393224518544
2007-12-28,0.9915179777106455
2008-01-02,0.9941369722908895
2008-01-03,0.9865690180911701
2008-01-04,0.9981239850188233
2008-01-07,0.9990518460018093
2008-01-08,1.0047547175511637
2008-01-09,1.0048975661161914
2008-01-10,1.0107896515229313
2008-01-11,1.0121342610397142
2008-01-14,1.020857407444165
2008-01-15,1.02221709999088
2008-01-16,1.0341001534025425
2008-01-17,1.042953427646447
2008-01-18,1.0530630931199887
2008-01-21,1.0532070095280686
2008-01-22,1.0705034084149458
2008-01-23,1.0840156365809144
2008-01-24,1.0945886349195657
2008-01-25,1.0982063439948575
2008-01-28,1.1028784785882957
2008-01-29,1.1170486620562945
2008-01-30,1.12659093660892
2008-01-31,1.1148388612962503
2008-02-01,1.0985215881120822
2008-02-04,1.1028502258436748
2008-02-05,1.110968762277562
2008-02-13,1.1233319626769847
2008-02-14,1.109343850486335
2008-02-15,1.109211195657211
2008-02-18,1.0815565596467087
2008-02-19,1.0621506166187864
2008-02-20,1.0682875086211372
2008-02-21,1.0684084310475341
2008-02-22,1.0914858523998863
2008-02-25,1.0949921571232675
2008-02-26,1.0920984806190457
2008-02-27,1.076838228130273
2008-02-28,1.0857776382341706
2008-02-29,1.0851553383915415
2008-03-03,1.086315463396986
2008-03-04,1.0850041799262649
2008-03-05,1.0901458580670655
2008-03-06,1.101487182035497
2008-03-07,1.1031496128457066
2008-03-10,1.1094861180057551
2008-03-11,1.110051632035535
2008-03-12,1.1159085801577642
2008-03-13,1.11850582861245
2008-03-14,1.1149777531094711
2008-03-17,1.1234934119306472
2008-03-18,1.1284354863009374
2008-03-19,1.1296535417916138
2008-03-20,1.1309384356102985
2008-03-21,1.1358409645370209
2008-03-24,1.1350271125818319
2008-03-25,1.131357304015164
2008-03-26,1.1362813440215656
2008-03-27,1.1297853550899029
2008-03-28,1.1363672339987054
2008-03-31,1.1459380182506738
2008-04-01,1.1511568407943435
2008-04-02,1.1571734529055817
2008-04-03,1.1613972182542276
2008-04-07,1.1625426978891698
2008-04-08,1.1663552488572806
2008-04-09,1.1744310056632565
2008-04-10,1.1711681386890136
2008-04-11,1.1550600017205122
2008-04-14,1.154460094656696
2008-04-15,1.1510306787397555
2008-04-16,1.138077450455714
2008-04-17,1.1398654287450016
2008-04-18,1.1475875946571539
2008-04-21,1.1485714408352956
2008-04-22,1.1578770918585026
2008-04-23,1.1617717438527724
2008-04-24,1.1668608970351568
2008-04-25,1.1652551687287376
2008-04-28,1.1672736239498016
2008-04-29,1.1560220181623957
2008-04-30,1.1630106005880023
2008-05-05,1.1660897248951114
2008-05-06,1.165899178156893
2008-05-07,1.1691557535723471
2008-05-08,1.1739547584789574
2008-05-09,1.173242013786024
2008-05-12,1.1681452193442061
2008-05-13,1.1596112871296687
2008-05-14,1.1584023171470257
2008-05-15,1.152962056447044
2008-05-16,1.1506318069795751
2008-05-19,1.1483657178577227
2008-05-20,1.1583938456335185
2008-05-21,1.1588389700832051
2008-05-22,1.162016194116887
2008-05-23,1.1624250469047495
2008-05-26,1.189421169040806
2008-05-27,1.1899720508119898
2008-05-28,1.194300326685898
2008-05-29,1.1999918080369993
2008-05-30,1.1970415354598911
2008-06-02,1.1878171757248916
2008-06-03,1.1919590704626597
2008-06-04,1.1912921195449775
2008-06-05,1.1995002190032664
2008-06-06,1.2020018352936672
2008-06-10,1.2046515815112626
2008-06-11,1.2025671829332982
2008-06-12,1.2028398801823355
2008-06-13,1.2072665399038793
2008-06-16,1.2058737771114751
2008-06-17,1.207371001382439
2008-06-18,1.2103699913063433
2008-06-19,1.20719161267569
2008-06-20,1.2106232813202176
2008-06-23,1.2143647680904992
2008-06-24,1.2172250281963692
2008-06-25,1.2220182309261032
2008-06-26,1.2241591871888056
2008-06-27,1.2258595717523415
2008-06-30,1.2321768466644476
2008-07-01,1.232797136523015
2008-07-02,1.2356568126619571
2008-07-03,1.2418221343302194
2008-07-04,1.244703435221867
2008-07-07,1.2414315910544103
2008-07-08,1.2422279304811892
2008-07-09,1.2498877983453742
2008-07-10,1.2354075812888772
2008-07-11,1.2385559670381603
2008-07-14,1.242332102999006
2008-07-15,1.2394708018939262
2008-07-16,1.2433295727417768
2008-07-17,1.2434991607506525
2008-07-18,1.2171848709602122
2008-07-21,1.2158666009246402
2008-07-22,1.2283916195223226
2008-07-23,1.2362276676533077
2008-07-24,1.2394310469639773
2008-07-25,1.2410332644608095
2008-07-28,1.2354744023935658
2008-07-29,1.2235319488521512
2008-07-30,1.2256435263076015
2008-07-31,1.228385251605264
2008-08-01,1.20843524096248
2008-08-04,1.2070041366883637
2008-08-05,1.1869577336710684
2008-08-06,1.1610825485833856
2008-08-07,1.1645375442329227
2008-08-08,1.1521548660709826
2008-08-11,1.1641780857172632
2008-08-12,1.1716101274236934
2008-08-13,1.1790122944361376
2008-08-14,1.1744047870985943
2008-08-15,1.183939972069339
2008-08-18,1.1873808814435567
2008-08-19,1.178684343734398
2008-08-20,1.1590213790196142
2008-08-21,1.1529006338380225
2008-08-22,1.1539563942305127
2008-08-25,1.1717228806315458
2008-08-26,1.1780691142421074
2008-08-27,1.1829371652462457
2008-08-28,1.1880686202793147
2008-08-29,1.189092716618655
2008-09-01,1.1852790253581669
2008-09-02,1.205343583757831
2008-09-03,1.215806337488564
2008-09-04,1.2172567315225367
2008-09-05,1.2146631424889207
2008-09-08,1.2213897161412428
2008-09-09,1.2106854316079858
2008-09-10,1.2142782594183825
2008-09-11,1.205269228091055
2008-09-12,1.195012737388341
2008-09-16,1.1903573561108542
2008-09-17,1.1872167804297933
2008-09-18,1.1786072342521245
2008-09-19,1.1710326383154495
2008-09-22,1.173237690091832
2008-09-23,1.1830405261726935
2008-09-24,1.1833855439144796
2008-09-25,1.186052292066658
2008-09-26,1.1872543726303029
2008-10-06,1.1863716011348011
2008-10-07,1.1857275481096565
2008-10-08,1.1952658206289848
2008-10-09,1.2001720075910487
2008-10-10,1.195876895956031
2008-10-13,1.194344392070618
2008-10-14,1.199249750410191
2008-10-15,1.1999393284146798
2008-10-16,1.1941370077403575
2008-10-17,1.2064687130052227
2008-10-20,1.1982243207753864
2008-10-21,1.2019289683767251
2008-10-22,1.2116804897561615
2008-10-23,1.2176989272818333
2008-10-24,1.2191866820418853
2008-10-27,1.220791823247343
2008-10-28,1.2205983293990523
2008-10-29,1.2228166800335576
2008-10-30,1.2229766003585054
2008-10-31,1.2241089878664027
2008-11-03,1.2261793607143963
2008-11-04,1.2463485078764152
2008-11-05,1.2545941376185972
2008-11-06,1.2559066281507711
2008-11-07,1.2576744440706658
2008-11-10,1.2634434775638124
2008-11-11,1.2647365080527684
2008-11-12,1.271751275682851
2008-11-13,1.2490700189906934
2008-11-14,1.2618792334129587
2008-11-17,1.2429794109795649
2008-11-18,1.2299647263284916
2008-11-19,1.2461068381342424
2008-11-20,1.2567686854337414
2008-11-21,1.261461885458543
2008-11-24,1.2609360230363769
2008-11-25,1.250440767044962
2008-11-26,1.2568567448917292
2008-11-27,1.2552137312225577
2008-11-28,1.2455458794185896
2008-12-01,1.2476463184431341
2008-12-02,1.2465180402347937
2008-12-03,1.2445896003156451
2008-12-04,1.2438432018053622
2008-12-05,1.2409220356586732
2008-12-08,1.2255989519096826
2008-12-09,1.209522853770191
2008-12-10,1.2124150184679416
2008-12-11,1.2008529128491252
2008-12-12,1.2063626636044629
2008-12-15,1.217470169957401
2008-12-16,1.2188154216799565
2008-12-17,1.2233975707117046
2008-12-18,1.2241106012439564
2008-12-19,1.2234943485446108
2008-12-22,1.2254547969206533
2008-12-23,1.2239194870054846
2008-12-24,1.2267214090059706
2008-12-25,1.2237322722133759
2008-12-26,1.213073971095289
2008-12-29,1.2155730507033797
2008-12-30,1.2157756588989173
2008-12-31,1.222334276700917
2009-01-05,1.2171741223547539
2009-01-06,1.2241324862155087
2009-01-07,1.227313262361621
2009-01-08,1.2328586825517853
2009-01-09,1.2328031155181831
2009-01-12,1.221058934944568
2009-01-13,1.2215373566934578
2009-01-14,1.2092639223787482
2009-01-15,1.2018077298933183
2009-01-16,1.1849773724680077
2009-01-19,1.1793304744213902
2009-01-20,1.1836421042146263
2009-01-21,1.1846530530867856
2009-01-22,1.1812676590211009
2009-01-23,1.178549525188579
2009-02-02,1.183475600833235
2009-02-03,1.1856128718372594
2009-02-04,1.1758362484942673
2009-02-05,1.1740329108568976
2009-02-06,1.173983338610534
2009-02-09,1.1788396198805027
2009-02-10,1.1768143704859924
2009-02-11,1.1907063957027275
2009-02-12,1.1917668345482082
2009-02-13,1.1925130851141583
2009-02-16,1.2034883504245166
2009-02-17,1.2116020657276578
2009-02-18,1.2116000548669352
2009-02-19,1.2166670113489484
2009-02-20,1.2165382769343007
2009-02-23,1.221847895720104
2009-02-24,1.204935380577089
2009-02-25,1.204671499848276
2009-02-26,1.2077964806641925
2009-02-27,1.2078806060752396
2009-03-02,1.202467212726681
2009-03-03,1.2005723016430785
2009-03-04,1.1929858847489094
2009-03-05,1.1887877081217746
2009-03-06,1.1903069065441523
2009-03-09,1.198686931350139
2009-03-10,1.2061981366920882
2009-03-11,1.2183121984951115
2009-03-12,1.219110347766083
2009-03-13,1.2241415701745693
2009-03-16,1.2324825842258322
2009-03-17,1.233117019008455
2009-03-18,1.2367547364650864
2009-03-19,1.2389506029297108
2009-03-20,1.238857738891181
2009-03-23,1.2386474677456558
2009-03-24,1.243688042826966
2009-03-25,1.2452170531756521
2009-03-26,1.2480029349898132
2009-03-27,1.2478522113475625
2009-03-30,1.2458068367382702
2009-03-31,1.2515579992124164
2009-04-01,1.254349745054893
2009-04-02,1.250239736833418
2009-04-03,1.2529726865690383
2009-04-07,1.2472564683481442
2009-04-08,1.2457884689058134
2009-04-09,1.2223838843432417
2009-04-10,1.2260247452514432
2009-04-13,1.2380926889556545
2009-04-14,1.236533572529075
2009-04-15,1.2310883214084698
2009-04-16,1.2286812119342192
2009-04-17,1.2177031039039805
2009-04-20,1.214616436881604
2009-04-21,1.200374213272979
2009-04-22,1.1883874386290667
2009-04-23,1.184197710890244
2009-04-24,1.198720651852666
2009-04-27,1.182321451283696
2009-04-28,1.171925242982765
2009-04-29,1.1675878464615472
2009-04-30,1.1562052031771386
2009-05-04,1.1482685077312214
2009-05-05,1.160485197596506
2009-05-06,1.1638362258936017
2009-05-07,1.1363383184948994
2009-05-08,1.1366565432038558
2009-05-11,1.1340887973274913
2009-05-12,1.1271848803473392
2009-05-13,1.129993887856532
2009-05-14,1.14179131765195
2009-05-15,1.1355443256312383
2009-05-18,1.1357229241077822
2009-05-19,1.143390452680654
2009-05-20,1.1441786780653587
2009-05-21,1.1292433392059005
2009-05-22,1.1219182222119992
2009-05-25,1.1243448522809127
2009-05-26,1.1219022996969379
2009-05-27,1.1237371864297825
2009-06-01,1.119653810715863
2009-06-02,1.1217088347363366
2009-06-03,1.1275090570098545
2009-06-04,1.1265995925532548
2009-06-05,1.1255928740625647
2009-06-08,1.1252069893561172
2009-06-09,1.1206511995310269
2009-06-10,1.1095883763755896
2009-06-11,1.116414085188974
2009-06-12,1.1175656995861554
2009-06-15,1.1152017150713123
2009-06-16,1.1150742514008778
2009-06-17,1.1098873874095951
2009-06-18,1.1046011546128873
2009-06-19,1.0875429138668908
2009-06-22,1.080765226116291
2009-06-23,1.074116350079645
2009-06-24,1.0718862117954941
2009-06-25,1.0673364163042978
2009-06-26,1.0745755315056997
2009-06-29,1.0776373516309143
2009-06-30,1.0755318853502562
2009-07-01,1.084260142554261
2009-07-02,1.0866898899700346
2009-07-03,1.0806625501291365
2009-07-06,1.083229713852528
2009-07-07,1.076199998949524
2009-07-08,1.0771834984981614
2009-07-09,1.0823492587907058
2009-07-10,1.0893222214542195
2009-07-13,1.0899696512351071
2009-07-14,1.0920117982515014
2009-07-15,1.0918252746228776
2009-07-16,1.094121179202127
2009-07-17,1.093055022046126
2009-07-20,1.0980771938116487
2009-07-21,1.0987476368768194
2009-07-22,1.097078992522745
2009-07-23,1.1008899540674102
2009-07-24,1.0948062093265825
2009-07-27,1.096016648648368
2009-07-28,1.0968255075431836
2009-07-29,1.1027427608723481
2009-07-30,1.1064392205622078
2009-07-31,1.0936565022402776
2009-08-03,1.096648388368938
2009-08-04,1.0913584380693473
2009-08-05,1.0966365899157016
2009-08-06,1.1034396971012406
2009-08-07,1.105702027182389
2009-08-10,1.104664167582506
2009-08-11,1.104393408130235
2009-08-12,1.0960305561809407
2009-08-13,1.098117741805336
2009-08-14,1.1024357197435584
2009-08-17,1.0944082552479737
2009-08-18,1.0974573658425446
2009-08-19,1.098689813397792
2009-08-20,1.1069294512826007
2009-08-21,1.1080683357623822
2009-08-24,1.1014915891574986
2009-08-25,1.1055425785259616
2009-08-26,1.10545747011634
2009-08-27,1.1059210789825213
2009-08-28,1.1061051885276931
2009-08-31,1.1065535537378353
2009-09-01,1.099882999124617
2009-09-02,1.103784377062375
2009-09-03,1.1087036457953583
2009-09-04,1.109005217865398
2009-09-07,1.1025275772500993
2009-09-08,1.0907160199737125
2009-09-09,1.0904871573932344
2009-09-10,1.0948260157669274
2009-09-11,1.0961102937661713
2009-09-14,1.105381528413166
2009-09-15,1.1026265837530367
2009-09-16,1.096712735035036
2009-09-17,1.103909574677163
2009-09-18,1.1136788422638502
2009-09-21,1.118560200748732
2009-09-22,1.1182940861599602
2009-09-23,1.117722101685856
2009-09-24,1.110356255121764
2009-09-25,1.1112553191896222
2009-09-28,1.1077225518645897
2009-09-29,1.1173054648661058
2009-09-30,1.1151982614029683
2009-10-09,1.1148322028918018
2009-10-12,1.1157616090019242
2009-10-13,1.1259694048978939
2009-10-14,1.1257318464821733
2009-10-15,1.1209719729901977
2009-10-16,1.1192089471545723
2009-10-19,1.1195964799556943
2009-10-20,1.1271926660411138
2009-10-21,1.1260554707539847
2009-10-22,1.1191661003038853
2009-10-23,1.1281121354702808
2009-10-26,1.1338174125225613
2009-10-27,1.1422304289159966
2009-10-28,1.1442525564474555
2009-10-29,1.1441623529770883
2009-10-30,1.140364995625895
2009-11-02,1.1162725083996357
2009-11-03,1.124547419231587
2009-11-04,1.1118021297606668
2009-11-05,1.1002175698828423
2009-11-06,1.102338605789803
2009-11-09,1.1079103427583177
2009-11-10,1.1098692931650074
2009-11-11,1.1003990286149046
2009-11-12,1.108714012183103
2009-11-13,1.1140931720696805
2009-11-16,1.1106385926656446
2009-11-17,1.110485928895593
2009-11-18,1.100625692852338
2009-11-19,1.1017422473530174
2009-11-20,1.1029105483839563
2009-11-23,1.1017941502004538
2009-11-24,1.0981397701482205
2009-11-25,1.101470589717597
2009-11-26,1.0975815764330892
2009-11-27,1.0888730153225497
2009-11-30,1.092538745600013
2009-12-01,1.1044602702533401
2009-12-02,1.1058720077707136
2009-12-03,1.103843299951254
2009-12-04,1.102629309304898
2009-12-07,1.1024959270182633
2009-12-08,1.0966583024096588
2009-12-09,1.0999934612550537
2009-12-10,1.097106518289155
2009-12-11,1.0924614625000901
2009-12-14,1.0882131687447307
2009-12-15,1.07960319563734
2009-12-16,1.0687884997246089
2009-12-17,1.0730258541964355
2009-12-18,1.0723151625312464
2009-12-21,1.0787610769702378
2009-12-22,1.0836850813442298
2009-12-23,1.0840015482139296
2009-12-24,1.0835775585704235
2009-12-25,1.0829543185312558
2009-12-28,1.0746078823635286
2009-12-29,1.0732566751303207
2009-12-30,1.0765913805271587
2009-12-31,1.0750986719685738
2010-01-04,1.0679367150543655
2010-01-05,1.0529566797829482
2010-01-06,1.0537543224617072
2010-01-07,1.0609909402682915
2010-01-08,1.047489183013025
2010-01-11,1.0495992015592424
2010-01-12,1.0425113634768377
2010-01-13,1.036262311704963
2010-01-14,1.0402811974864066
2010-01-15,1.0436698493428824
2010-01-18,1.0455550249929253
2010-01-19,1.04904457981577
2010-01-20,1.048931241753902
2010-01-21,1.0471079322515264
2010-01-22,1.0547295580937983
2010-01-25,1.056833291327251
2010-01-26,1.063074814515113
2010-01-27,1.0617171331549
2010-01-28,1.0670165342296944
2010-01-29,1.0671604844028888
2010-02-01,1.0633706348787808
2010-02-02,1.0707426188615283
2010-02-03,1.0577381374666806
2010-02-04,1.0601478902140953
2010-02-05,1.061626664831505
2010-02-08,1.0608063769882898
2010-02-09,1.0642612888633827
